OBJECTID,Id,St_label,Labelside,Address,Numberreal,Occupantre,Dm,DetailCat,StreetName,Angle,Direction
204,110249,Lexington Avenue,L,140 EAST 74 STREET,1034,Danielle B,,Accessories,E 74th St,-66.89367314,S
205,110250,Lexington Avenue,L,140 EAST 74 STREET,1034,Pretty Ballerinas,6/15/2010,Education,E 74th St,-66.89367314,S
206,110251,Lexington Avenue,R,140 EAST 63 STREET,809,Bliss Natural Nails and Spa(2ndfloor),6/20/2016,Salon/Spa,Lexington Ave,35.97238705,E
207,110252,Lexington Avenue,L,1032 LEXINGTON AVENUE,1034,Paul Mole Barbershop (Second Floor),9/14/2012,Salon/Spa,Lexington Ave,36.13537661,W
208,110253,Lexington Avenue,L,976 LEXINGTON AVENUE,974,Gallery 71 (Available),7/5/2016,Gallery,E 71st St,-67.21759427,S
209,110254,Lexington Avenue,L,1024 LEXINGTON AVENUE,1026A,Nik-Neil Jewelry,7/20/2009,Accessories,Lexington Ave,36.13537661,W
210,110255,Lexington Avenue,L,1024 LEXINGTON AVENUE,1026,Vacant (Available),5/16/2017,Vacant,E 73rd St,-67.35319769,S
211,110256,Lexington Avenue,L,1024 LEXINGTON AVENUE,1028,Kokin Boutique,4/17/2012,Accessories,Lexington Ave,36.13537661,W
212,110257,Lexington Avenue,,1135 LEXINGTON AVENUE,1135,Delete,7/13/2007,,Lexington Ave,36.25383774,
213,110258,Lexington Avenue,L,826 LEXINGTON AVENUE,832A,Art Gallery & Custom Framing,,Gallery,Lexington Ave,36.13537661,W
214,110259,Lexington Avenue,R,895 LEXINGTON AVENUE,897,Doctor's Office,,Medical,Lexington Ave,35.97238705,E
215,110260,Lexington Avenue,R,921 LEXINGTON AVENUE,921,Intersection Floral Design,7/20/2009,Misc Service,E 68th St,-67.0871716,N
216,110261,Lexington Avenue,R,151 EAST 80 STREET,1175,Mandana,7/20/2009,Misc Service,Lexington Ave,35.7066914,E
217,110262,Lexington Avenue,L,826 LEXINGTON AVENUE,828,Benefit San Francisco,4/24/2015,Cosmetics: Cosmetic Stores,Lexington Ave,36.13537661,W
218,110263,Madison Avenue,R,655 MADISON AVENUE,655,Louis Vuitton,5/5/2017,Fashion:Luxury,E 60th St,-67.08044517,N
219,110264,Madison Avenue,R,655 MADISON AVENUE,655,L.K. Bennett,7/14/2015,Fashion:Upscale,Madison Ave,35.97238705,E
220,110265,Madison Avenue,R,667 MADISON AVENUE,667,Paul & Shark,10/19/2012,Fashion:Upscale,Madison Ave,35.97238705,E
221,110266,Madison Avenue,R,667 MADISON AVENUE,667,Smythson,6/10/2016,Accessories,E 61st St,-67.08044517,N
222,110267,Madison Avenue,R,673 MADISON AVENUE,673,Aaron Basha,2/2/2015,Accessories,E 61st St,-67.08044517,N
223,110268,Madison Avenue,R,673 MADISON AVENUE,673,Viand Coffee Shop,11/6/2014,Caf??,E 61st St,-67.08044517,N
224,110269,Madison Avenue,R,675 MADISON AVENUE,675,Agent Provacateur,10/1/2010,Fashion:Upscale,Madison Ave,36.13537661,E
225,110270,Madison Avenue,R,677 MADISON AVENUE,679,Berluti,10/2/2013,Books,Madison Ave,36.13537661,E
226,110271,Madison Avenue,,681 MADISON AVENUE,681,Delete,1/11/2013,,Madison Ave,36.13537661,
227,110272,Madison Avenue,R,681 MADISON AVENUE,683,Brunello Cucinelli,1/8/2015,Fashion:Luxury,Madison Ave,36.13537661,E
228,110273,Madison Avenue,,681 MADISON AVENUE,687,Delete,9/17/2008,,E 62nd St,-66.75501615,
229,110274,Madison Avenue,R,681 MADISON AVENUE,689,Bally,5/10/2017,Fashion:Luxury,E 62nd St,-66.75501615,N
230,110275,Madison Avenue,R,691 MADISON AVENUE,691,Hermes,3/21/2017,Accessories,E 62nd St,-66.75501615,N
231,110276,Madison Avenue,,691 MADISON AVENUE,699,Delete,7/22/2015,,Madison Ave,36.57303098,
232,110277,Madison Avenue,R,697 MADISON AVENUE,697,Erwin Pearl,6/22/2016,Accessories,Madison Ave,36.57303098,E
233,110278,Madison Avenue,R,697 MADISON AVENUE,699,Jimmy Choo,6/22/2016,Accessories,Madison Ave,36.57303098,E
234,110279,Madison Avenue,R,26 EAST 63 STREET,701,Jaeger Lecoultre,7/30/2014,Accessories,Madison Ave,36.57303098,E
235,110280,Madison Avenue,R,26 EAST 63 STREET,701,Panerai,11/13/2013,Quick Service Restaurant,Madison Ave,36.57303098,E
236,110281,Madison Avenue,R,26 EAST 63 STREET,701,Chopard,1/29/2008,Accessories,E 63rd St,-67.08044517,N
237,110282,Madison Avenue,R,711 MADISON AVENUE,711,Roberto Cavalli,4/9/2010,Fashion:Upscale,E 63rd St,-67.08044517,N
238,110283,Madison Avenue,R,713 MADISON AVENUE,713,Longchamp (Available),12/2/2016,Accessories,Madison Ave,35.53767779,E
239,110284,Madison Avenue,R,715 MADISON AVENUE,715,Vacant (Available),9/29/2014,Vacant,Madison Ave,35.53767779,E
240,110285,Madison Avenue,R,717 MADISON AVENUE,717,Hueb,4/27/2015,Accessories,Madison Ave,35.53767779,E
241,110286,Madison Avenue,R,717 MADISON AVENUE,717,Devi Kroell,4/8/2010,Accessories,Madison Ave,35.53767779,E
242,110287,Madison Avenue,R,29 EAST 64 STREET,733,Chanel,,Accessories,E 64th St,-67.21759427,N
243,110288,Madison Avenue,R,29 EAST 64 STREET,733,Chanel,9/12/2012,Accessories,Madison Ave,36.13537661,E
244,110289,Madison Avenue,R,741 MADISON AVENUE,741,Pomellato,4/13/2008,Accessories,Madison Ave,36.13537661,E
245,110290,Madison Avenue,R,743 MADISON AVENUE,743,Leggiadro,3/15/2012,Fashion:Upscale,Madison Ave,36.13537661,E
246,110291,Madison Avenue,R,30 EAST 65 STREET,745,Givenchy,9/2/2015,Fashion:Luxury,E 65th St,-67.40744476,N
247,110292,Madison Avenue,R,27 EAST 65 STREET,755,Citibank,4/16/2008,Bank,E 65th St,-67.40744476,N
248,110293,Madison Avenue,R,27 EAST 65 STREET,755,Vacant (Available),7/14/2015,Vacant,Madison Ave,36.57303098,E
249,110294,Madison Avenue,,27 EAST 65 STREET,753,Delete,8/10/2011,,Madison Ave,36.57303098,
250,110295,Madison Avenue,R,40 EAST 66 STREET,761,Nespresso (Available),12/4/2014,Caf??,Madison Ave,36.57303098,E
251,110296,Madison Avenue,R,40 EAST 66 STREET,765,John Varvatos (Available),8/10/2016,Fashion:Luxury,Madison Ave,36.57303098,E
252,110297,Madison Avenue,R,40 EAST 66 STREET,769,J Crew,6/6/2013,Fashion:Upscale,Madison Ave,36.57303098,E
253,110298,Madison Avenue,R,45 EAST 66 STREET,773,Fred Leighton,9/20/2007,Accessories,E 66th St,-67.27026792,N
254,110299,Madison Avenue,R,45 EAST 66 STREET,777,Vacant (Available),5/10/2017,Vacant,Madison Ave,35.53767779,E
255,110300,Madison Avenue,R,45 EAST 66 STREET,779,Mr&MRS Italy (Temp),8/10/2016,Fashion:Luxury,Madison Ave,35.53767779,E
256,110301,Madison Avenue,R,45 EAST 66 STREET,781,Edie Parker Temp,3/21/2017,Vacant,Madison Ave,35.53767779,E
257,110302,Madison Avenue,R,783 MADISON AVENUE,783,Vhernier,7/18/2016,Accessories,Madison Ave,35.53767779,E
258,110303,Madison Avenue,R,785 MADISON AVENUE,785,A. Lang Sohne,10/10/2014,Accessories,Madison Ave,35.53767779,E
259,110304,Madison Avenue,R,789 MADISON AVENUE,789,Kate Spade,5/10/2013,Salon/Spa,Madison Ave,35.53767779,E
260,110305,Madison Avenue,,787 MADISON AVENUE,787,Delete,6/18/2012,,Madison Ave,35.53767779,
261,110306,Madison Avenue,R,791 MADISON AVENUE,791,Opera Gallery,6/22/2016,Gallery,E 67th St,-66.9417254,N
262,110307,Madison Avenue,R,793 MADISON AVENUE,793,Vacant (Available),5/10/2017,Vacant,E 67th St,-66.9417254,N
263,110308,Madison Avenue,R,795 MADISON AVENUE,795,Anya Hindmarch,8/19/2013,Accessories,Madison Ave,35.97238705,E
264,110309,Madison Avenue,R,797 MADISON AVENUE,797,Tory Burch,9/8/2011,Fashion:Upscale,Madison Ave,35.97238705,E
265,110310,Madison Avenue,R,799 MADISON AVENUE,799,Frette,11/14/2008,Home Furnishings,Madison Ave,35.97238705,E
266,110311,Madison Avenue,R,801 MADISON AVENUE,801,Vacant (Available),3/15/2016,Vacant,Madison Ave,35.97238705,E
267,110312,Madison Avenue,R,805 MADISON AVENUE,805,Bonpoint,5/31/2011,Fashion:Luxury,Madison Ave,35.97238705,E
268,110313,Madison Avenue,R,807 MADISON AVENUE,807,Lanvin Men's,1/11/2013,Fashion:Luxury,Madison Ave,35.97238705,E
269,110314,Madison Avenue,R,30 EAST 68 STREET,809,Solange Azagury-Partridge (Available),7/10/2015,Accessories,Madison Ave,35.97238705,E
270,110315,Madison Avenue,R,30 EAST 68 STREET,811,Vacant (Available),5/8/2017,Available,E 68th St,-67.27026792,N
271,110316,Madison Avenue,R,813 MADISON AVENUE,813,MaxMara,5/2/2008,Fashion:Luxury,E 68th St,-67.27026792,N
272,110317,Madison Avenue,R,815 MADISON AVENUE,815,MaxMara Temp (Available),5/10/2017,Fashion:Luxury,Madison Ave,36.13537661,E
273,110318,Madison Avenue,R,817 MADISON AVENUE,817,Vacant (Available),11/6/2014,Vacant,Madison Ave,36.13537661,E
274,110319,Madison Avenue,R,821 MADISON AVENUE,821,Valentino,8/20/2013,Restaurant,Madison Ave,36.13537661,E
275,110320,Madison Avenue,R,823 MADISON AVENUE,823,Vacant (Available),3/21/2017,Fashion:Luxury,Madison Ave,36.13537661,E
276,110321,Madison Avenue,R,827 MADISON AVENUE,827,Dolce & Gabbana,5/9/2013,Fashion:Luxury,E 69th St,-67.13150497,N
277,110322,Madison Avenue,R,829 MADISON AVENUE,829,Pratesi,10/5/2009,Home Furnishings,E 69th St,-67.13150497,N
278,110323,Madison Avenue,R,831 MADISON AVENUE,831,Stuart Weitzman (Temp Store),6/22/2016,Accessories,Madison Ave,36.57303098,E
279,110324,Madison Avenue,R,835 MADISON AVENUE,835,Akris,,Fashion:Luxury,Madison Ave,36.57303098,E
280,110325,Madison Avenue,R,837 MADISON AVENUE,837,Anne Fontaine,1/22/2014,Fashion:Upscale,Madison Ave,36.57303098,E
281,110326,Madison Avenue,R,833 MADISON AVENUE,833,Valextra,12/4/2014,Fashion:Luxury,Madison Ave,36.57303098,E
282,110327,Madison Avenue,R,833 MADISON AVENUE,833,Mackintosh (Coming Soon),2/4/2016,Fashion:Upscale,Madison Ave,36.57303098,E
283,110328,Madison Avenue,R,841 MADISON AVENUE,839,Prada,,Accessories,E 70th St,-67.27026792,N
284,110329,Madison Avenue,R,33 EAST 70 STREET,845,Tom Ford (Available),7/6/2016,Fashion:Luxury,E 70th St,-67.27026792,N
285,110330,Madison Avenue,R,33 EAST 70 STREET,845,Lanvin,2/15/2017,Fashion:Luxury,Madison Ave,35.53767779,E
286,110331,Madison Avenue,R,33 EAST 70 STREET,855,Emilio Pucci,11/12/2012,Fashion:Luxury,E 71st St,-66.9417254,N
287,110332,Madison Avenue,R,861 MADISON AVENUE,865,St. James Church,6/6/2013,Landmark,Madison Ave,36.86989765,E
288,110333,Madison Avenue,R,867 MADISON AVENUE,867,Ralph Lauren,,Fashion:Upscale,Madison Ave,36.86989765,E
289,110334,Madison Avenue,R,31 EAST 72 STREET,895,Paul Morelli (Available),7/20/2016,Accessories,E 72nd St,-66.99112992,N
290,110335,Madison Avenue,R,31 EAST 72 STREET,897,Bond No. 9,11/21/2013,Cosmetics: Cosmetic Stores,Madison Ave,36.32682595,E
291,110336,Madison Avenue,R,31 EAST 72 STREET,899,Selima Optique,,Optical,Madison Ave,36.32682595,E
292,110337,Madison Avenue,R,31 EAST 72 STREET,901,Robert Clergerie (Coming Soon),5/10/2017,Accessories,Madison Ave,36.32682595,E
293,110338,Madison Avenue,,903 MADISON AVENUE,901,Bardith Ltd. (Available),8/3/2016,Home Furnishings,Madison Ave,36.32682595,
294,110339,Madison Avenue,R,905 MADISON AVENUE,905,Spring Flowers (Coming Soon),5/10/2017,Other,Madison Ave,36.32682595,E
295,110340,Madison Avenue,R,905 MADISON AVENUE,905,Bra Smyth (Available),9/17/2015,Fashion:Upscale,Madison Ave,36.32682595,E
296,110341,Madison Avenue,R,907 MADISON AVENUE,907,Vacant (Available),5/10/2017,Vacant,Madison Ave,36.32682595,E
297,110342,Madison Avenue,R,909 MADISON AVENUE,909,Gallerie Perrotin,10/1/2013,Gallery,E 73rd St,-67.27026792,N
298,110343,Madison Avenue,R,921 MADISON AVENUE,917,Madison Ave Presbyterian,,Restaurant,E 73rd St,-67.27026792,N
299,110344,Madison Avenue,R,925 MADISON AVENUE,923-925,Christian Science Reading Room,,Landmark,Madison Ave,35.7066914,E
300,110345,Madison Avenue,R,927 MADISON AVENUE,927,Rene Collection (Available),8/3/2016,Fashion:FastFashion/Affordable/Value,Madison Ave,35.7066914,E
301,110346,Madison Avenue,R,927 MADISON AVENUE,927,Vacant (Available) 2nd Floor,5/12/2017,Available,Madison Ave,35.7066914,E
302,110347,Madison Avenue,R,929 MADISON AVENUE,929,Stella McCartney (Coming Soon),3/15/2016,Fashion:Luxury,Madison Ave,35.7066914,E
303,110348,Madison Avenue,R,931 MADISON AVENUE,931,Marche Madison Gourmet,,Grocery,E 74th St,-67.27026792,N
304,110349,Madison Avenue,R,33 EAST 74 STREET,935,Nespresso (Coming Soon),1/18/2017,Vacant,E 74th St,-67.27026792,N
305,110350,Madison Avenue,R,33 EAST 74 STREET,935,Moynat,4/18/2016,Accessories,Madison Ave,36.13537661,E
306,110351,Madison Avenue,R,33 EAST 74 STREET,935,AQUAZZURA,5/16/2016,Accessories,Madison Ave,36.13537661,E
307,110352,Madison Avenue,,33 EAST 74 STREET,939,Delete,2/4/2016,,Madison Ave,36.13537661,
308,110353,Madison Avenue,R,33 EAST 74 STREET,935,Golden Goose Deluxe Brand (Coming Soon),12/2/2016,Accessories,Madison Ave,36.13537661,E
309,110354,Madison Avenue,R,33 EAST 74 STREET,935,Vacant (Available),8/6/2015,Vacant,Madison Ave,36.13537661,E
310,110355,Madison Avenue,R,945 MADISON AVENUE,945,MET Breuer,3/15/2016,Gallery,Madison Ave,36.13537661,E
311,110356,Madison Avenue,R,955 MADISON AVENUE,955,Annick Goutal,1/23/2015,Accessories,E 75th St,-67.73600488,N
312,110357,Madison Avenue,R,955 MADISON AVENUE,957,Vacant (Available),5/10/2017,Vacant,Madison Ave,35.7066914,E
313,110358,Madison Avenue,R,955 MADISON AVENUE,959,Jitrois,1/23/2015,Fashion:Luxury,Madison Ave,35.7066914,E
314,110359,Madison Avenue,R,955 MADISON AVENUE,961,Ann Ahn,4/28/2014,Fashion:Upscale,Madison Ave,35.7066914,E
315,110360,Madison Avenue,R,955 MADISON AVENUE,963,Gianvito Rossi,8/12/2015,Accessories,Madison Ave,35.7066914,E
316,110361,Madison Avenue,R,955 MADISON AVENUE,965,Aquatalia,11/14/2016,Accessories,Madison Ave,35.7066914,E
317,110362,Madison Avenue,R,955 MADISON AVENUE,967,Christian Louboutin Men's,6/23/2015,Accessories,Madison Ave,35.7066914,E
318,110363,Madison Avenue,R,32 EAST 76 STREET,969,Zitomer Pharmacy,7/6/2007,Pharmacy,Madison Ave,35.7066914,E
319,110364,Madison Avenue,R,971 MADISON AVENUE,971,Sanjay Kashival,9/29/2014,Accessories,Madison Ave,35.7066914,E
320,110365,Madison Avenue,R,971 MADISON AVENUE,971,Diptyque,4/8/2010,Cosmetics: Cosmetic Stores,E 76th St,-67.13150498,N
321,110366,Madison Avenue,R,971 MADISON AVENUE,971,Nars,4/21/2014,Cosmetics: Cosmetic Stores,E 76th St,-67.13150498,N
322,110367,Madison Avenue,R,981 MADISON AVENUE,979,Helly Nahmand Gallery,5/26/2016,Gallery,E 76th St,-67.13150498,N
323,110368,Madison Avenue,R,981 MADISON AVENUE,981,The Carlyle,,Hotel,Madison Ave,36.13537661,E
324,110369,Madison Avenue,R,981 MADISON AVENUE,983,Bemelman's Bar,,Bar,Madison Ave,36.13537661,E
325,110370,Madison Avenue,R,987 MADISON AVENUE,985,Vacant (Available),8/3/2016,Vacant,Madison Ave,36.13537661,E
326,110371,Madison Avenue,R,987 MADISON AVENUE,987,Vacant (Available),5/10/2017,Vacant,Madison Ave,36.13537661,E
327,110372,Madison Avenue,R,987 MADISON AVENUE,987,Perrin Paris,8/3/2016,Accessories,Madison Ave,36.13537661,E
328,110373,Madison Avenue,R,987 MADISON AVENUE,989,Vacant (Available),5/26/2016,Vacant,E 77th St,-67.46321249,N
329,110374,Madison Avenue,R,987 MADISON AVENUE,991,Vera Wang Bridal,2/2/2016,Fashion:Luxury,E 77th St,-67.46321249,N
330,110375,Madison Avenue,R,1009 MADISON AVENUE,999,Wolford,,Fashion:Upscale,Madison Ave,35.7066914,E
331,110376,Madison Avenue,R,1009 MADISON AVENUE,1003,Intermix,7/14/2015,Fashion:Luxury,Madison Ave,35.7066914,E
332,110377,Madison Avenue,R,1011 MADISON AVENUE,1011,Yigal Azrouel,9/12/2012,Fashion:Upscale,E 78th St,-67.27026792,N
333,110378,Madison Avenue,R,1011 MADISON AVENUE,1013,IRO,6/6/2016,Accessories,E 78th St,-67.27026792,N
334,110379,Madison Avenue,R,1015 MADISON AVENUE,1015,Thos. Moser,7/14/2015,Home Furnishings,Madison Ave,36.32682595,E
335,110380,Madison Avenue,R,1015 MADISON AVENUE,1015,Michele Negri,3/20/2009,Fashion:Luxury,Madison Ave,36.32682595,E
336,110381,Madison Avenue,R,50 EAST 79 STREET,1021,Oliver Peoples (Coming Soon),7/30/2014,Optical,Madison Ave,36.32682595,E
337,110382,Madison Avenue,R,1033 MADISON AVENUE,1035,J.Crew Collection,10/24/2008,Fashion:Upscale,Madison Ave,36.32682595,E
338,110383,Madison Avenue,R,1039 MADISON AVENUE,1039,Eileen Fisher,,Fashion:Mainstream,Madison Ave,36.32682595,E
339,110384,Madison Avenue,R,1041 MADISON AVENUE,1041,Gentile Grocer (Available),12/4/2015,Grocery,Madison Ave,36.32682595,E
340,110385,Madison Avenue,R,1043 MADISON AVENUE,1043,Davide Cenci,4/7/2016,Fashion:Upscale,Madison Ave,36.32682595,E
341,110386,Madison Avenue,,1045 MADISON AVENUE,1045,Delete,7/14/2015,,Madison Ave,36.32682595,
342,110387,Madison Avenue,R,40 EAST 80 STREET,1047,Barbour,,Fashion:Upscale,E 80th St,-67.46321249,N
343,110388,Madison Avenue,R,45 EAST 80 STREET,1055,Vacant (Available),7/14/2015,Vacant,Madison Ave,35.7066914,E
344,110389,Madison Avenue,R,667 MADISON AVENUE,667,Michael Kors (Available),9/30/2015,Accessories,Madison Ave,35.97238705,E
345,110390,Madison Avenue,R,721 MADISON AVENUE,729,Vacheron Constantin,8/2/2011,Accessories,E 64th St,-67.21759427,N
346,110391,Madison Avenue,R,721 MADISON AVENUE,727,Nirav Modi,5/10/2017,Accessories,Madison Ave,35.53767779,E
347,110392,Madison Avenue,R,721 MADISON AVENUE,725,Kwiat,5/10/2017,Accessories,Madison Ave,35.53767779,E
348,110393,Madison Avenue,R,721 MADISON AVENUE,723,Paule Ka,5/10/2017,Fashion:Luxury,Madison Ave,35.53767779,E
349,110394,Madison Avenue,R,721 MADISON AVENUE,721,FP Journe,4/8/2010,Accessories,Madison Ave,35.53767779,E
350,110395,Madison Avenue,R,50 EAST 79 STREET,1025,Chase,,Bank,Madison Ave,36.32682595,E
351,110396,Madison Avenue,R,681 MADISON AVENUE,685,Bally,5/10/2017,Fashion:Luxury,Madison Ave,36.13537661,E
352,110397,Madison Avenue,R,1015 MADISON AVENUE,1015,Arche Shoes (Coming Soon),4/4/2017,Accessories,Madison Ave,36.32682595,E
353,110398,Madison Avenue,R,667 MADISON AVENUE,667,Macklowe Gallery (available),3/13/2015,Gallery,Madison Ave,35.97238705,E
354,110399,Madison Avenue,R,803 MADISON AVENUE,803,La Perla,8/28/2007,Fashion:Upscale,Madison Ave,35.97238705,E
355,110400,Madison Avenue,L,680 MADISON AVENUE,680,Vacant (Available),9/17/2015,Vacant,E 62nd St,-67.40540888,S
356,110401,Madison Avenue,L,710 MADISON AVENUE,710,Graff Diamonds,10/23/2007,Accessories,E 63rd St,-67.10273688,S
357,110402,Madison Avenue,L,25 EAST 64 STREET,740,Bottega Veneta World (Coming Soon),8/21/2015,Accessories,E 64th St,-67.27850185,S
358,110403,Madison Avenue,,25 EAST 64 STREET,740,Delete,6/1/2010,,E 64th St,-67.27850185,
359,110404,Madison Avenue,,25 EAST 64 STREET,740,Delete,6/1/2010,,Madison Ave,36.13537661,
360,110405,Madison Avenue,,25 EAST 64 STREET,740,Delete,6/1/2010,,Madison Ave,36.13537661,
361,110406,Madison Avenue,,746 MADISON AVENUE,744,Delete,7/14/2015,,Madison Ave,36.13537661,
362,110407,Madison Avenue,,746 MADISON AVENUE,744,Delete,1/13/2010,,Madison Ave,36.13537661,
363,110408,Madison Avenue,L,746 MADISON AVENUE,748,Loro Piana,7/14/2015,Fashion:Luxury,Madison Ave,36.13537661,W
364,110409,Madison Avenue,,746 MADISON AVENUE,746,Delete,1/26/2010,,E 65th St,-66.54097592,
365,110410,Madison Avenue,L,750 MADISON AVENUE,750,Roger Vivier,3/15/2012,Accessories,E 65th St,-66.54097592,S
366,110411,Madison Avenue,L,752 MADISON AVENUE,760,Giorgio Armani,,Fashion:Luxury,Madison Ave,36.57303098,W
367,110412,Madison Avenue,L,762 MADISON AVENUE,762,Varin (2nd floor),2/8/2011,Salon/Spa,Madison Ave,36.57303098,W
368,110413,Madison Avenue,,764 MADISON AVENUE,764,Delete,4/18/2008,,Madison Ave,36.57303098,
369,110414,Madison Avenue,L,766 MADISON AVENUE,766,Mardini,7/14/2015,Other,Madison Ave,36.57303098,W
370,110415,Madison Avenue,L,768 MADISON AVENUE,768,Bar Italia,4/15/2011,Restaurant,E 66th St,-67.93210044,S
371,110416,Madison Avenue,L,770 MADISON AVENUE,770,Vacant (Available),5/5/2017,Available,E 66th St,-67.93210044,S
372,110417,Madison Avenue,L,21 EAST 66 STREET,772,Oscar de la Renta,,Fashion:Upscale,E 66th St,-67.93210044,S
373,110418,Madison Avenue,,21 EAST 66 STREET,772,Delete,8/19/2013,,Madison Ave,35.53767779,
374,110419,Madison Avenue,L,778 MADISON AVENUE,780,Orogold,7/14/2015,Misc Service,Madison Ave,35.53767779,W
375,110420,Madison Avenue,L,778 MADISON AVENUE,780,Vacant (Available),5/10/2017,Vacant,Madison Ave,35.53767779,W
376,110421,Madison Avenue,L,782 MADISON AVENUE,782,Robert Marc,,Optical,Madison Ave,35.53767779,W
377,110422,Madison Avenue,L,782 MADISON AVENUE,784,Letoile Royale,6/1/2010,Accessories,Madison Ave,35.53767779,W
378,110423,Madison Avenue,L,782 MADISON AVENUE,790,Yves Salomon,,Fashion:Upscale,E 67th St,-67.27850185,S
379,110424,Madison Avenue,L,782 MADISON AVENUE,792,Michael Kors,3/7/2011,Fashion:Upscale,E 67th St,-67.27850185,S
380,110425,Madison Avenue,L,794 MADISON AVENUE,794,Creed,3/16/2010,Cosmetics: Cosmetic Stores,E 67th St,-67.27850185,S
381,110426,Madison Avenue,L,794 MADISON AVENUE,798,Cesare Attolini,8/22/2012,Misc Service,Madison Ave,35.97238705,W
382,110427,Madison Avenue,L,794 MADISON AVENUE,796,Ippolita,11/12/2012,Accessories,Madison Ave,35.97238705,W
383,110428,Madison Avenue,L,20 EAST 68 STREET,804,Vacant (Available),3/21/2017,,Madison Ave,35.97238705,W
384,110429,Mulberry Street,R,248 MULBERRY STREET,246,The Grey Dog,1/19/2012,Caf??,Mulberry St,21.52260011,E
385,110430,Madison Avenue,L,20 EAST 68 STREET,808,Giuseppe Zanotti Design,,Accessories,Madison Ave,35.97238705,W
386,110431,Madison Avenue,L,20 EAST 68 STREET,810,Guiseppe Zanotti Design (Expansion),9/17/2015,Accessories,E 68th St,-66.97450799,S
387,110432,Madison Avenue,L,20 EAST 68 STREET,812,Oliver Peoples,9/21/2010,Optical,E 68th St,-66.97450799,S
388,110433,Madison Avenue,L,11 EAST 68 STREET,814,Belstaff (Available),10/11/2016,Fashion:Upscale,E 68th St,-66.97450799,S
389,110434,Madison Avenue,L,818 MADISON AVENUE,818,Jil Sander,6/4/2012,Fashion:Luxury,Madison Ave,36.13537661,W
390,110435,Madison Avenue,L,820 MADISON AVENUE,820,D&G Baby,8/21/2015,Child Care,Madison Ave,36.13537661,W
391,110436,Madison Avenue,L,822 MADISON AVENUE,822,Proenza Schouler (Available),12/4/2015,Fashion:Luxury,Madison Ave,36.13537661,W
392,110437,Madison Avenue,L,856 MADISON AVENUE,860,Elie Saab,4/19/2017,Fashion:Luxury,E 70th St,-66.97450799,S
393,110438,Madison Avenue,L,856 MADISON AVENUE,864,Laduree,9/8/2011,Candy/Gifts/Cards,Madison Ave,35.53767779,W
